City,Operational Management Area,Store serial number,Department code,Store name,Checklist number,Check category,Check items,Opportunity point description,Label,Opportunity point value,Deduction type,Check route,checker,Checker position,Voiding Approval Position,Voiding Submission Time,Voiding Approval Time,Report score,Store level,Check date,Check report generation time,Module_CN,Severity_Code,Severity_CN,Severity_Level,Month
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Devices for Monitoring the Temperatures of All Refrigerators and Freezers compliance requirement,Grease trap not cleaned on schedule,Devices for Monitoring the Temperatures of All Refrigerators and Freezers,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,温控管理,L,L项,轻微项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Employees' Health compliance requirement,Grease trap not cleaned on schedule,Employees' Health,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,人员卫生,L,L项,轻微项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Avoidance of Falling Foreign Objects compliance requirement,No air gap in plumbing under sink,Avoidance of Falling Foreign Objects,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,食品加工区域,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: No Sign of Insect Pests compliance requirement,Temperature log not completed for refrigerator,No Sign of Insect Pests,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Operating Specifications compliance requirement,Floor not clean under the sink area,Operating Specifications,0,Other,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,证照与规范,O,其他,其他,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Requirements compliance requirement,Handwashing station missing soap,Requirements,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Handwashing Standards compliance requirement,Handwashing station missing soap,Handwashing Standards,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,清洁消毒,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Product Storage Conditions compliance requirement,Gloves not worn during food preparation,Product Storage Conditions,-2,General,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,温控管理,G,G项,一般项,2026-03
New York City,Area 2,US00006,LKUS00000006,28th & 6th,CK-2026-1025,Store food safety self-check,Check: Government inspection compliance requirement,No air gap in plumbing under sink,Government inspection,-1,Slight,On-site check,Li Ming,QA Inspector,,,,98,Relax,2026-03-11,2026-03-11 10:50:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,"Check: Operation Stand, Shelf, Cabinet and Water Sink compliance requirement",Food storage containers not labeled with date,"Operation Stand, Shelf, Cabinet and Water Sink",-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,食品加工区域,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Food compliance requirement,Food storage containers not labeled with date,Food,0,Other,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,有效期管理,O,其他,其他,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Disposable Gloves and Blue Bandages compliance requirement,Cross contamination risk: raw and cooked food stored together,Disposable Gloves and Blue Bandages,-2,General,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,清洁消毒,G,G项,一般项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Employees' Health compliance requirement,Handwashing station missing soap,Employees' Health,0,Other,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,人员卫生,O,其他,其他,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Handwashing Standards compliance requirement,Food storage containers not labeled with date,Handwashing Standards,0,Other,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,清洁消毒,O,其他,其他,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Disposable Gloves and Blue Bandages compliance requirement,Equipment not properly maintained - ice machine leaking,Disposable Gloves and Blue Bandages,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,清洁消毒,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: No pests enter compliance requirement,Floor not clean under the sink area,No pests enter,-5,Important,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,虫害防控,M,M项,重要项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Trash Cans compliance requirement,Temperature log not completed for refrigerator,Trash Cans,-2,General,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,环境与客区,G,G项,一般项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,Floor not clean under the sink area,Insect Pest Control Facilities & Suppliers,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Potable Water Supply is Adequate compliance requirement,Light fixture damaged in food prep area,Potable Water Supply is Adequate,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,水务与管道,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Cross Contamination compliance requirement,Food items stored directly on floor,Cross Contamination,0,Other,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Employees' Health compliance requirement,Personal items in food preparation area,Employees' Health,-2,General,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,人员卫生,G,G项,一般项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1026,Store food safety self-check,Check: Cross Contamination compliance requirement,Temperature of freezer above acceptable range,Cross Contamination,0,Other,On-site check,Zhang Wei,QA Inspector,,,,98,Pickup,2026-03-28,2026-03-28 18:41:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1027,Area food safety Check,Check: Food compliance requirement,Equipment not properly maintained - ice machine leaking,Food,-2,General,On-site check,Wang Fang,QA Inspector,,,,92,Pickup,2026-03-01,2026-03-01 10:17:00,有效期管理,G,G项,一般项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1027,Area food safety Check,Check: Potable Water Supply is Adequate compliance requirement,Equipment not properly maintained - ice machine leaking,Potable Water Supply is Adequate,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,92,Pickup,2026-03-01,2026-03-01 10:17:00,水务与管道,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1027,Area food safety Check,Check: Storage/Maintenance of Utensils compliance requirement,Gloves not worn during food preparation,Storage/Maintenance of Utensils,-2,General,On-site check,Wang Fang,QA Inspector,,,,92,Pickup,2026-03-01,2026-03-01 10:17:00,设备与工具,G,G项,一般项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1027,Area food safety Check,Check: Trash Cans compliance requirement,Operating license not displayed visibly,Trash Cans,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,92,Pickup,2026-03-01,2026-03-01 10:17:00,环境与客区,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1027,Area food safety Check,Check: No Sign of Insect Pests compliance requirement,Temperature log not completed for refrigerator,No Sign of Insect Pests,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,92,Pickup,2026-03-01,2026-03-01 10:17:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1027,Area food safety Check,Check: Material Storage Location Specification compliance requirement,Handwashing station missing soap,Material Storage Location Specification,-2,General,On-site check,Wang Fang,QA Inspector,,,,92,Pickup,2026-03-01,2026-03-01 10:17:00,储存管理,G,G项,一般项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1027,Area food safety Check,Check: Grease traps&Residue traps&Sewer lines compliance requirement,Light fixture damaged in food prep area,Grease traps&Residue traps&Sewer lines,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,92,Pickup,2026-03-01,2026-03-01 10:17:00,水务与管道,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1027,Area food safety Check,Check: Government inspection compliance requirement,Pest trap not checked in the last 30 days,Government inspection,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,92,Pickup,2026-03-01,2026-03-01 10:17:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 3,US00007,LKUS00000007,Penn Station,CK-2026-1027,Area food safety Check,Check: Avoidance of Falling Foreign Objects compliance requirement,Floor not clean under the sink area,Avoidance of Falling Foreign Objects,-2,General,On-site check,Wang Fang,QA Inspector,,,,92,Pickup,2026-03-01,2026-03-01 10:17:00,食品加工区域,G,G项,一般项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1028,Area food safety Check,Check: Customer Area compliance requirement,Food item past expiration date found in storage area,Customer Area,0,Other,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-17,2026-03-17 18:19:00,环境与客区,O,其他,其他,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1028,Area food safety Check,"Check: Operation Stand, Shelf, Cabinet and Water Sink compliance requirement",Equipment not properly maintained - ice machine leaking,"Operation Stand, Shelf, Cabinet and Water Sink",-2,General,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-17,2026-03-17 18:19:00,食品加工区域,G,G项,一般项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1028,Area food safety Check,Check: Water Sinks & Pipes compliance requirement,Food item past expiration date found in storage area,Water Sinks & Pipes,-2,General,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-17,2026-03-17 18:19:00,水务与管道,G,G项,一般项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1028,Area food safety Check,Check: Requirements compliance requirement,Equipment not properly maintained - ice machine leaking,Requirements,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-17,2026-03-17 18:19:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1028,Area food safety Check,Check: Chemical Mark/Storage compliance requirement,No air gap in plumbing under sink,Chemical Mark/Storage,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-17,2026-03-17 18:19:00,化学品管理,L,L项,轻微项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1028,Area food safety Check,Check: No pests enter compliance requirement,Handwashing station missing soap,No pests enter,0,Other,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-17,2026-03-17 18:19:00,虫害防控,O,其他,其他,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1028,Area food safety Check,Check: Customer Area compliance requirement,Food storage containers not labeled with date,Customer Area,0,Other,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-17,2026-03-17 18:19:00,环境与客区,O,其他,其他,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1028,Area food safety Check,Check: Storage/Maintenance of Utensils compliance requirement,"Trash can lid broken, needs repair",Storage/Maintenance of Utensils,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,71,Pickup,2026-03-17,2026-03-17 18:19:00,设备与工具,L,L项,轻微项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,"Trash can lid broken, needs repair",Insect Pest Control Facilities & Suppliers,-2,General,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,虫害防控,G,G项,一般项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Storage and Inventory Transfer of Food compliance requirement,Operating license not displayed visibly,Storage and Inventory Transfer of Food,0,Other,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,储存管理,O,其他,其他,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Handwashing Standards compliance requirement,Employee health certificate expired,Handwashing Standards,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,清洁消毒,L,L项,轻微项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Lights compliance requirement,Gloves not worn during food preparation,Lights,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,环境与客区,L,L项,轻微项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: No Sign of Insect Pests compliance requirement,"Trash can lid broken, needs repair",No Sign of Insect Pests,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Storage and Inventory Transfer of Food compliance requirement,No air gap in plumbing under sink,Storage and Inventory Transfer of Food,-2,General,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,储存管理,G,G项,一般项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Avoidance of Falling Foreign Objects compliance requirement,Operating license not displayed visibly,Avoidance of Falling Foreign Objects,-2,General,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,食品加工区域,G,G项,一般项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Material Storage Location Specification compliance requirement,Cross contamination risk: raw and cooked food stored together,Material Storage Location Specification,-2,General,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,储存管理,G,G项,一般项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Food Processing Area compliance requirement,Handwashing station missing soap,Food Processing Area,-2,General,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,食品加工区域,G,G项,一般项,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Approved Goods compliance requirement,Grease trap not cleaned on schedule,Approved Goods,0,Other,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,储存管理,O,其他,其他,2026-03
New York City,Area 3,US00008,LKUS00000054,JFK Terminal 1,CK-2026-1029,Area food safety Check,Check: Potable Water Supply is Adequate compliance requirement,Personal items in food preparation area,Potable Water Supply is Adequate,-1,Slight,On-site check,Chen Yu,QA Inspector,,,,90,Pickup,2026-03-19,2026-03-19 14:45:00,水务与管道,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: No Sign of Insect Pests compliance requirement,Operating license not displayed visibly,No Sign of Insect Pests,0,Other,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,虫害防控,O,其他,其他,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Avoidance of Falling Foreign Objects compliance requirement,Grease trap not cleaned on schedule,Avoidance of Falling Foreign Objects,-2,General,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,食品加工区域,G,G项,一般项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Equipment Inspection and Maintenance compliance requirement,Handwashing station missing soap,Equipment Inspection and Maintenance,-5,Important,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,设备与工具,M,M项,重要项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Handwashing Standards compliance requirement,Grease trap not cleaned on schedule,Handwashing Standards,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,清洁消毒,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Unqualified Goods compliance requirement,Grease trap not cleaned on schedule,Unqualified Goods,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,储存管理,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Potable Water Supply is Adequate compliance requirement,Temperature of freezer above acceptable range,Potable Water Supply is Adequate,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,水务与管道,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Operating Specifications compliance requirement,Grease trap not cleaned on schedule,Operating Specifications,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Disposable Gloves and Blue Bandages compliance requirement,Handwashing station missing soap,Disposable Gloves and Blue Bandages,0,Other,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,清洁消毒,O,其他,其他,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Avoidance of Falling Foreign Objects compliance requirement,Employee health certificate expired,Avoidance of Falling Foreign Objects,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,食品加工区域,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Licenses and certificates compliance requirement,Operating license not displayed visibly,Licenses and certificates,0,Other,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,证照与规范,O,其他,其他,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Employees' Health compliance requirement,Food storage containers not labeled with date,Employees' Health,0,Other,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,人员卫生,O,其他,其他,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1030,Area food safety Check,Check: Food compliance requirement,"Trash can lid broken, needs repair",Food,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,85,Relax,2026-03-05,2026-03-05 15:04:00,有效期管理,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1031,Store food safety self-check,Check: Water Sinks & Pipes compliance requirement,"Trash can lid broken, needs repair",Water Sinks & Pipes,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,82,Relax,2026-03-04,2026-03-04 16:43:00,水务与管道,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1031,Store food safety self-check,Check: Handwashing Standards compliance requirement,Operating license not displayed visibly,Handwashing Standards,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,82,Relax,2026-03-04,2026-03-04 16:43:00,清洁消毒,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1031,Store food safety self-check,Check: No Sign of Insect Pests compliance requirement,Equipment not properly maintained - ice machine leaking,No Sign of Insect Pests,0,Other,On-site check,Wang Fang,QA Inspector,,,,82,Relax,2026-03-04,2026-03-04 16:43:00,虫害防控,O,其他,其他,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1031,Store food safety self-check,Check: Government inspection compliance requirement,Water filter replacement date overdue,Government inspection,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,82,Relax,2026-03-04,2026-03-04 16:43:00,证照与规范,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1031,Store food safety self-check,Check: No pests enter compliance requirement,Equipment not properly maintained - ice machine leaking,No pests enter,-1,Slight,On-site check,Wang Fang,QA Inspector,,,,82,Relax,2026-03-04,2026-03-04 16:43:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1031,Store food safety self-check,Check: Workplace Safety compliance requirement,No air gap in plumbing under sink,Workplace Safety,-2,General,On-site check,Wang Fang,QA Inspector,,,,82,Relax,2026-03-04,2026-03-04 16:43:00,环境与客区,G,G项,一般项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1031,Store food safety self-check,Check: Employees' Health compliance requirement,Chemical storage area not properly labeled,Employees' Health,0,Key,On-site check,Wang Fang,QA Inspector,,,,82,Relax,2026-03-04,2026-03-04 16:43:00,人员卫生,S,S项,关键项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1031,Store food safety self-check,"Check: Operation Stand, Shelf, Cabinet and Water Sink compliance requirement",Pest trap not checked in the last 30 days,"Operation Stand, Shelf, Cabinet and Water Sink",-2,General,On-site check,Wang Fang,QA Inspector,,,,82,Relax,2026-03-04,2026-03-04 16:43:00,食品加工区域,G,G项,一般项,2026-03
New York City,Area 1,US00009,LKUS00000009,Columbus Circle,CK-2026-1031,Store food safety self-check,Check: Cross Contamination compliance requirement,Handwashing station missing soap,Cross Contamination,0,Other,On-site check,Wang Fang,QA Inspector,,,,82,Relax,2026-03-04,2026-03-04 16:43:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Product Storage Conditions compliance requirement,Chemical storage area not properly labeled,Product Storage Conditions,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,温控管理,L,L项,轻微项,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Approved Goods compliance requirement,Grease trap not cleaned on schedule,Approved Goods,0,Other,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,储存管理,O,其他,其他,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Equipment Inspection and Maintenance compliance requirement,Grease trap not cleaned on schedule,Equipment Inspection and Maintenance,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,设备与工具,L,L项,轻微项,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,Employee health certificate expired,Insect Pest Control Facilities & Suppliers,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,虫害防控,L,L项,轻微项,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Personal certificate compliance requirement,Pest trap not checked in the last 30 days,Personal certificate,-2,General,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,人员卫生,G,G项,一般项,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Employees' Health compliance requirement,Grease trap not cleaned on schedule,Employees' Health,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,人员卫生,L,L项,轻微项,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Insect Pest Control Facilities & Suppliers compliance requirement,Chemical storage area not properly labeled,Insect Pest Control Facilities & Suppliers,0,Other,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,虫害防控,O,其他,其他,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Food Processing Area compliance requirement,Cross contamination risk: raw and cooked food stored together,Food Processing Area,0,Other,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,食品加工区域,O,其他,其他,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Facility Inspection and Maintenance compliance requirement,Food items stored directly on floor,Facility Inspection and Maintenance,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,设备与工具,L,L项,轻微项,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Disposable Gloves and Blue Bandages compliance requirement,Water filter replacement date overdue,Disposable Gloves and Blue Bandages,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,清洁消毒,L,L项,轻微项,2026-03
New York City,Area 2,US00010,LKUS00000010,Union Square,CK-2026-1032,Store food safety self-check,Check: Handwashing Standards compliance requirement,Grease trap not cleaned on schedule,Handwashing Standards,-1,Slight,On-site check,Zhang Wei,QA Inspector,,,,94,Pickup,2026-03-22,2026-03-22 13:56:00,清洁消毒,L,L项,轻微项,2026-03
